Game,Date,Hours Played,Recommendation,Helpful Votes
730,2014-09-18,1892.4,Recommended,215
730,2015-08-05,1286.8,Recommended,175
730,2016-04-17,695.6,Recommended,142
730,2024-07-18,2230.8,Not Recommended,101
730,2022-04-28,643.4,Recommended,69
730,2020-06-09,424.4,Recommended,161
730,2016-02-22,2862.0,Recommended,76
730,2023-11-20,3.9,Recommended,631
730,2017-12-30,363.8,Recommended,160
730,2014-09-29,650.5,Recommended,1739
730,2018-12-07,1203.8,Not Recommended,216
730,2014-12-19,701.7,Recommended,212
730,2016-02-17,1705.1,Recommended,39
730,2017-10-19,1289.6,Not Recommended,537
730,2022-12-24,1335.5,Not Recommended,129
730,2023-11-05,1028.2,Not Recommended,532
730,2015-06-19,8498.5,Recommended,32
730,2024-03-15,1909.9,Not Recommended,80
730,2018-03-31,1813.8,Not Recommended,122
730,2016-11-12,1798.1,Recommended,447
730,2023-10-05,626.7,Recommended,117
730,2017-06-24,152.0,Recommended,1388
730,2023-11-07,17.1,Recommended,595
730,2019-08-07,3184.8,Recommended,221
730,2024-11-24,142.9,Recommended,3
730,2018-03-30,11302.0,Not Recommended,610
730,2014-01-25,931.6,Recommended,269
730,2023-10-24,772.3,Not Recommended,206
730,2019-12-15,595.8,Recommended,29
730,2016-04-11,9586.7,Recommended,51
730,2017-12-02,2484.3,Recommended,273
730,2023-11-09,1478.2,Not Recommended,84
730,2016-08-15,5807.1,Recommended,204
730,2022-09-05,5.5,Recommended,562
730,2020-12-27,734.7,Recommended,45
730,2018-12-09,313.6,Recommended,33
730,2022-07-22,466.5,Recommended,106
730,2015-10-21,2688.1,Recommended,116
730,2018-03-22,115.8,Recommended,87
730,2014-11-01,34.5,Recommended,2766
730,2014-10-08,756.0,Recommended,1971
730,2016-11-27,2517.8,Recommended,236
730,2023-03-23,3145.6,Recommended,124
730,2017-07-27,5394.1,Recommended,248
730,2019-10-25,472.1,Recommended,113
730,2024-03-14,101.2,Recommended,132
730,2014-07-02,846.3,Recommended,108
730,2023-09-29,2153.5,Not Recommended,111
730,2018-12-11,2.3,Not Recommended,108
730,2022-02-14,2976.6,Recommended,79
730,2020-01-29,744.4,Not Recommended,137
730,2019-12-29,860.6,Not Recommended,248
730,2015-01-08,1149.4,Recommended,1224
730,2020-07-11,678.4,Recommended,80
730,2020-03-03,6201.1,Recommended,165
730,2013-09-29,9825.5,Recommended,70
730,2014-07-05,698.2,Recommended,144
730,2017-08-14,1337.8,Not Recommended,595
730,2018-02-28,1137.4,Recommended,197
730,2013-12-16,92782.1,Recommended,56
730,2019-02-03,1258.3,Recommended,139
730,2019-07-26,2654.2,Recommended,378
730,2020-09-28,1896.3,Not Recommended,222
730,2024-04-20,533.5,Recommended,97
730,2014-06-04,10006.9,Recommended,49
730,2016-12-23,15105.2,Not Recommended,712
730,2016-02-21,289.3,Recommended,62
730,2016-11-26,45540.7,Recommended,108
730,2020-11-10,1778.9,Not Recommended,558
730,2020-12-30,48.8,Recommended,302
730,2021-01-02,1474.4,Recommended,206
730,2018-06-19,13775.7,Recommended,371
730,2017-06-27,574.6,Recommended,589
730,2013-11-27,35.9,Recommended,197
730,2014-08-26,458.6,Recommended,430
730,2014-07-16,727.3,Recommended,185
730,2024-02-11,172.2,Recommended,245
