Game,Date,Hours Played,Recommendation,Helpful Votes
730,2016-01-04,20438.7,Recommended,101
730,2021-06-04,567.1,Recommended,197
730,2014-03-19,274.0,Recommended,7224
730,2020-12-23,3544.8,Recommended,257
730,2019-07-29,574.3,Recommended,163
730,2022-08-15,208.7,Recommended,91
730,2019-01-17,3857.5,Recommended,235
730,2015-01-07,2103.9,Recommended,769
730,2023-02-02,11728.8,Not Recommended,1288
730,2023-08-29,1411.3,Not Recommended,566
730,2018-11-12,3898.2,Recommended,921
730,2014-03-15,3291.6,Recommended,1808
730,2022-04-30,754.3,Recommended,252
730,2023-10-14,311.6,Not Recommended,291
730,2014-11-23,944.6,Recommended,709
730,2020-06-23,10670.5,Recommended,289
730,2021-09-27,3508.6,Recommended,139
730,2014-01-12,15491.9,Recommended,99
730,2023-11-20,3507.6,Not Recommended,237
730,2024-08-08,1334.5,Recommended,241
730,2016-03-30,1181.5,Recommended,48
730,2018-10-20,2341.1,Recommended,107
730,2020-07-05,56.2,Recommended,121
730,2014-01-02,1036.3,Recommended,3416
730,2018-02-25,729.6,Recommended,190
730,2024-04-08,39.2,Not Recommended,98
730,2023-08-11,785.1,Recommended,498
730,2024-12-16,2271.7,Recommended,450
730,2018-12-17,1554.5,Recommended,269
730,2023-11-05,184.4,Recommended,578
730,2016-06-16,2167.5,Recommended,658
730,2013-12-04,12542.1,Recommended,43
730,2022-11-19,1896.2,Recommended,402
730,2018-12-07,646.6,Not Recommended,1093
730,2014-03-11,3684.1,Recommended,433
730,2014-10-08,4592.2,Recommended,3734
730,2020-10-29,13239.8,Recommended,119
730,2024-10-14,2782.2,Recommended,118
730,2019-11-29,1601.4,Recommended,307
730,2021-09-22,99.1,Recommended,239
730,2019-07-06,4710.7,Recommended,158
730,2015-01-02,5056.8,Recommended,163
730,2021-08-22,3115.9,Recommended,75
730,2021-11-10,638.1,Recommended,90
730,2022-09-22,359.1,Recommended,140
730,2021-02-11,2096.2,Recommended,562
730,2024-12-05,191.1,Not Recommended,252
730,2018-01-05,948.4,Not Recommended,139
730,2018-10-13,2946.2,Recommended,94
730,2024-11-27,919.5,Not Recommended,351
730,2022-04-15,226.4,Recommended,85
730,2020-04-16,1378.4,Recommended,241
730,2018-09-08,2729.6,Recommended,114
730,2021-04-11,666.1,Recommended,230
730,2024-09-04,122.9,Recommended,220
730,2019-04-29,1878.9,Recommended,127
730,2016-08-13,16928.0,Recommended,582
730,2017-03-09,5179.1,Recommended,44
730,2020-12-22,9174.4,Recommended,206
730,2016-12-18,3058.7,Recommended,406
730,2022-10-26,1695.5,Recommended,190
730,2023-10-19,6187.5,Not Recommended,1462
730,2018-07-19,2080.5,Recommended,134
730,2021-04-20,187.9,Recommended,372
