Game,Date,Hours Played,Recommendation,Helpful Votes
578080,2018-01-11,156.0,Not Recommended,64
578080,2024-02-27,3.3,Recommended,350
578080,2017-10-14,2914.9,Not Recommended,23
578080,2023-07-17,7.2,Recommended,353
578080,2024-01-31,2425.1,Not Recommended,52
578080,2023-07-27,336.1,Recommended,362
578080,2017-08-04,171.8,Not Recommended,44
578080,2017-09-29,148.9,Not Recommended,2122
578080,2022-10-21,34.2,Recommended,47
578080,2020-02-23,546.3,Recommended,58
578080,2019-04-13,833.5,Not Recommended,179
578080,2023-04-18,5282.4,Recommended,103
578080,2022-11-23,2.4,Not Recommended,125
578080,2017-11-23,58.1,Recommended,682
578080,2017-11-15,199.8,Not Recommended,1145
578080,2019-07-03,330.5,Recommended,32
578080,2017-11-23,58.2,Recommended,43
578080,2018-02-05,148.4,Not Recommended,58
578080,2024-02-09,10.7,Recommended,219
578080,2019-02-08,4.9,Not Recommended,931
578080,2021-07-08,617.0,Not Recommended,53
578080,2023-10-21,1334.4,Not Recommended,63
578080,2021-09-29,2822.5,Not Recommended,68
578080,2017-11-12,12.2,Not Recommended,2662
578080,2024-03-14,1178.8,Not Recommended,47
578080,2019-07-08,1240.6,Not Recommended,340
578080,2018-03-07,443.0,Not Recommended,77
578080,2021-09-21,134.6,Not Recommended,44
578080,2019-08-04,508.9,Not Recommended,64
578080,2018-10-02,435.7,Not Recommended,23
578080,2022-02-18,2782.0,Recommended,31
578080,2018-02-08,893.8,Recommended,0
578080,2021-07-28,15.5,Recommended,304
578080,2018-04-09,21.8,Recommended,48
578080,2017-11-22,1003.4,Not Recommended,22
578080,2018-11-22,2653.0,Recommended,356
578080,2018-06-21,220.0,Not Recommended,57
578080,2019-06-29,165.1,Recommended,72
578080,2017-12-21,1071.6,Not Recommended,540
578080,2017-10-26,1627.1,Recommended,209
578080,2018-01-27,150.1,Not Recommended,107
578080,2019-03-29,1665.3,Recommended,84
578080,2023-08-26,195.8,Not Recommended,46
578080,2017-12-02,203.4,Not Recommended,3664
578080,2017-11-27,1048.1,Recommended,516
578080,2020-10-21,2347.0,Recommended,112
578080,2017-12-22,2113.0,Not Recommended,671
578080,2023-01-25,715.8,Not Recommended,141
578080,2024-11-09,424.1,Not Recommended,83
578080,2021-11-02,778.3,Recommended,54
578080,2018-10-24,671.0,Not Recommended,169
578080,2022-12-11,405.6,Recommended,274
578080,2018-06-01,1767.9,Recommended,17
578080,2023-02-05,33.1,Not Recommended,64
578080,2017-04-17,425.9,Recommended,113
578080,2021-11-25,854.5,Recommended,46
578080,2022-03-12,6.5,Not Recommended,103
578080,2021-06-28,254.8,Recommended,137
578080,2020-04-28,658.3,Not Recommended,28
578080,2020-12-09,157.1,Not Recommended,52
578080,2018-03-27,453.3,Recommended,283
578080,2018-06-03,474.6,Recommended,1268
578080,2018-02-13,39.7,Recommended,22
578080,2022-01-11,301.9,Recommended,129
578080,2022-04-28,31.6,Recommended,44
578080,2017-04-28,193.9,Recommended,17
578080,2022-01-15,156.1,Not Recommended,68
578080,2017-06-25,468.9,Recommended,22
578080,2017-03-26,688.2,Recommended,288
578080,2021-08-28,148.6,Recommended,41
578080,2017-08-05,1418.1,Recommended,2717
578080,2023-11-05,61.7,Recommended,338
578080,2021-10-13,4963.9,Recommended,30
578080,2019-10-23,817.1,Not Recommended,74
578080,2017-12-02,143.1,Recommended,21
578080,2019-07-04,5.8,Recommended,224
578080,2018-03-27,7484.0,Recommended,20
578080,2018-07-18,371.5,Recommended,195
578080,2017-09-30,20.7,Not Recommended,26
578080,2019-12-26,813.8,Not Recommended,142
578080,2020-11-26,651.4,Recommended,104
578080,2022-03-13,20.7,Recommended,171
578080,2023-02-16,690.7,Recommended,46
578080,2021-02-09,70.6,Recommended,37
578080,2021-01-27,49.7,Not Recommended,89
578080,2017-12-25,39.1,Recommended,25
578080,2024-06-03,3955.0,Not Recommended,113
578080,2018-02-07,174.8,Not Recommended,51
578080,2019-07-18,566.0,Not Recommended,731
578080,2018-11-21,1669.8,Recommended,177
578080,2017-11-24,56.8,Recommended,931
578080,2024-01-09,0.6,Recommended,266
578080,2024-04-02,1.4,Recommended,83
578080,2024-02-09,11.2,Not Recommended,36
578080,2018-10-12,1305.8,Recommended,257
578080,2018-11-22,440.2,Recommended,15
578080,2020-03-08,1216.1,Not Recommended,150
578080,2017-09-05,18.5,Recommended,15
578080,2018-11-06,2323.1,Recommended,173
578080,2021-11-18,6726.8,Recommended,128
578080,2021-06-29,103.8,Not Recommended,30
578080,2022-07-07,115.9,Not Recommended,36
578080,2022-10-22,1.7,Not Recommended,36
578080,2018-12-19,189.4,Recommended,129
578080,2017-12-29,321.3,Not Recommended,104
578080,2023-04-26,2524.1,Not Recommended,45
578080,2018-02-24,781.6,Not Recommended,28
578080,2021-12-16,56.9,Recommended,291
578080,2018-02-03,1757.5,Recommended,114
578080,2020-06-06,24.2,Not Recommended,303
578080,2019-12-06,357.6,Not Recommended,171
578080,2020-10-22,837.4,Recommended,48
578080,2024-11-06,1759.6,Not Recommended,15
578080,2017-07-01,175.3,Recommended,37
578080,2020-07-05,13.5,Not Recommended,164
578080,2024-06-13,16.9,Recommended,238
578080,2019-03-28,7.5,Not Recommended,164
578080,2022-04-04,99.5,Recommended,24
578080,2019-02-13,10.8,Not Recommended,95
578080,2020-08-31,20.9,Recommended,27
578080,2021-10-15,646.7,Not Recommended,15
578080,2017-11-01,457.7,Not Recommended,35
578080,2017-12-20,368.1,Recommended,14
578080,2017-03-28,200.3,Recommended,281
578080,2022-06-21,106.0,Recommended,87
578080,2020-11-17,2116.0,Recommended,180
578080,2019-11-09,2395.8,Recommended,76
578080,2019-02-09,58.9,Not Recommended,20
578080,2021-08-11,4.9,Not Recommended,69
578080,2020-01-11,3530.2,Not Recommended,146
578080,2020-08-20,200.4,Not Recommended,35
578080,2021-12-13,768.6,Recommended,210
578080,2024-01-09,3.6,Not Recommended,175
